path,label
flowers\lavender\lavender_477.jpeg,lavender
flowers\bellflower\bellflower_201.jpg,bellflower
flowers\astilbe\astilbe_347.jpg,astilbe
flowers\sunflower\sunflower_558.jpg,sunflower
flowers\dandelion\dandelion_1001.jpg,dandelion
flowers\orchid\orchid_226.jpg,orchid
flowers\orchid\orchid_174.jpg,orchid
flowers\daffodil\daffodil_699.jpg,daffodil
flowers\california_poppy\california_poppy_7.jpg,california_poppy
flowers\carnation\carnation_144.jpg,carnation
flowers\sunflower\sunflower_615.jpg,sunflower
flowers\rose\rose_615.jpg,rose
flowers\iris\iris_1040.jpg,iris
flowers\lavender\lavender_171.jpeg,lavender
flowers\iris\iris_282.jpg,iris
flowers\magnolia\magnolia_646.jpg,magnolia
flowers\sunflower\sunflower_839.jpg,sunflower
flowers\coreopsis\coreopsis_619.jpg,coreopsis
flowers\carnation\carnation_735.jpg,carnation
flowers\lavender\lavender_333.jpeg,lavender
flowers\lavender\lavender_216.jpeg,lavender
flowers\astilbe\astilbe_373.jpg,astilbe
flowers\sunflower\sunflower_287.jpg,sunflower
flowers\california_poppy\california_poppy_1019.jpg,california_poppy
flowers\calendula\calendula_804.jpg,calendula
flowers\astilbe\astilbe_184.jpg,astilbe
flowers\carnation\carnation_520.jpg,carnation
flowers\coreopsis\coreopsis_74.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_655.jpg,black_eyed_susan
flowers\carnation\carnation_911.jpg,carnation
flowers\magnolia\magnolia_659.jpg,magnolia
flowers\coreopsis\coreopsis_415.jpg,coreopsis
flowers\orchid\orchid_29.jpg,orchid
flowers\water_lily\water_lily_936.jpg,water_lily
flowers\rose\rose_856.jpg,rose
flowers\carnation\carnation_796.jpg,carnation
flowers\california_poppy\california_poppy_798.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_590.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_41.jpg,coreopsis
flowers\orchid\orchid_258.jpg,orchid
flowers\magnolia\magnolia_270.jpg,magnolia
flowers\sunflower\sunflower_608.jpg,sunflower
flowers\california_poppy\california_poppy_39.jpg,california_poppy
flowers\magnolia\magnolia_918.jpg,magnolia
flowers\carnation\carnation_789.jpg,carnation
flowers\astilbe\astilbe_637.jpg,astilbe
flowers\astilbe\astilbe_134.jpg,astilbe
flowers\tulip\tulip_114.jpg,tulip
flowers\orchid\orchid_292.jpg,orchid
flowers\iris\iris_500.jpg,iris
flowers\carnation\carnation_839.jpg,carnation
flowers\astilbe\astilbe_272.jpg,astilbe
flowers\lavender\lavender_133.jpeg,lavender
flowers\tulip\tulip_790.jpg,tulip
flowers\water_lily\water_lily_836.jpg,water_lily
flowers\rose\rose_538.jpg,rose
flowers\coreopsis\coreopsis_392.jpg,coreopsis
flowers\carnation\carnation_118.jpg,carnation
flowers\rose\rose_504.jpg,rose
flowers\dandelion\dandelion_657.jpg,dandelion
flowers\orchid\orchid_48.jpg,orchid
flowers\orchid\orchid_350.jpg,orchid
flowers\calendula\calendula_236.jpg,calendula
flowers\sunflower\sunflower_39.jpg,sunflower
flowers\magnolia\magnolia_342.jpg,magnolia
flowers\common_daisy\daisy_980.jpg,common_daisy
flowers\bellflower\bellflower_174.jpg,bellflower
flowers\carnation\carnation_501.jpg,carnation
flowers\sunflower\sunflower_642.jpg,sunflower
flowers\rose\rose_746.jpg,rose
flowers\lotus\lotus_427.jpg,lotus
flowers\bellflower\bellflower_434.jpg,bellflower
flowers\coreopsis\coreopsis_579.jpg,coreopsis
flowers\dandelion\dandelion_573.jpg,dandelion
flowers\water_lily\water_lily_709.jpg,water_lily
flowers\tulip\tulip_939.jpg,tulip
flowers\sunflower\sunflower_668.jpg,sunflower
flowers\carnation\carnation_334.jpg,carnation
flowers\lotus\lotus_463.jpg,lotus
flowers\tulip\tulip_453.jpg,tulip
flowers\orchid\orchid_446.jpg,orchid
flowers\lavender\lavender_64.jpg,lavender
flowers\california_poppy\california_poppy_983.jpg,california_poppy
flowers\astilbe\astilbe_633.jpg,astilbe
flowers\common_daisy\daisy_452.jpg,common_daisy
flowers\iris\iris_226.jpg,iris
flowers\tulip\tulip_924.jpg,tulip
flowers\black_eyed_susan\black_eyed_susan_994.jpg,black_eyed_susan
flowers\tulip\tulip_777.jpg,tulip
flowers\common_daisy\daisy_949.jpg,common_daisy
flowers\california_poppy\california_poppy_950.jpg,california_poppy
flowers\magnolia\magnolia_153.jpg,magnolia
flowers\lotus\lotus_238.jpg,lotus
flowers\california_poppy\california_poppy_751.jpg,california_poppy
flowers\calendula\calendula_837.jpg,calendula
flowers\magnolia\magnolia_388.jpg,magnolia
flowers\lavender\lavender_351.jpeg,lavender
flowers\bellflower\bellflower_307.jpg,bellflower
flowers\bellflower\bellflower_97.jpg,bellflower
flowers\coreopsis\coreopsis_51.jpg,coreopsis
flowers\daffodil\daffodil_940.jpg,daffodil
flowers\lotus\lotus_173.jpg,lotus
flowers\tulip\tulip_343.jpg,tulip
flowers\orchid\orchid_371.jpg,orchid
flowers\dandelion\dandelion_543.jpg,dandelion
flowers\magnolia\magnolia_915.jpg,magnolia
flowers\sunflower\sunflower_240.jpg,sunflower
flowers\lavender\lavender_305.jpeg,lavender
flowers\bellflower\bellflower_340.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_878.jpg,black_eyed_susan
flowers\lavender\lavender_116.jpeg,lavender
flowers\iris\iris_847.jpg,iris
flowers\coreopsis\coreopsis_104.jpg,coreopsis
flowers\sunflower\sunflower_786.jpg,sunflower
flowers\lavender\lavender_382.jpeg,lavender
flowers\orchid\orchid_373.jpg,orchid
flowers\lotus\lotus_485.jpg,lotus
flowers\tulip\tulip_869.jpg,tulip
flowers\astilbe\astilbe_503.jpg,astilbe
flowers\bellflower\bellflower_17.jpg,bellflower
flowers\sunflower\sunflower_791.jpg,sunflower
flowers\water_lily\water_lily_887.jpg,water_lily
flowers\tulip\tulip_7.jpg,tulip
flowers\california_poppy\california_poppy_312.jpg,california_poppy
flowers\bellflower\bellflower_321.jpg,bellflower
flowers\magnolia\magnolia_238.jpg,magnolia
flowers\rose\rose_30.jpg,rose
flowers\bellflower\bellflower_148.jpg,bellflower
flowers\lavender\lavender_163.jpeg,lavender
flowers\tulip\tulip_817.jpg,tulip
flowers\common_daisy\daisy_237.jpg,common_daisy
flowers\california_poppy\california_poppy_799.jpg,california_poppy
flowers\sunflower\sunflower_590.jpg,sunflower
flowers\water_lily\water_lily_592.jpg,water_lily
flowers\bellflower\bellflower_216.jpg,bellflower
flowers\common_daisy\daisy_312.jpg,common_daisy
flowers\bellflower\bellflower_21.jpg,bellflower
flowers\water_lily\water_lily_447.jpg,water_lily
flowers\california_poppy\california_poppy_445.jpg,california_poppy
flowers\daffodil\daffodil_644.jpg,daffodil
flowers\astilbe\astilbe_25.jpg,astilbe
flowers\bellflower\bellflower_236.jpg,bellflower
flowers\astilbe\astilbe_257.jpg,astilbe
flowers\black_eyed_susan\black_eyed_susan_250.jpg,black_eyed_susan
flowers\tulip\tulip_944.jpg,tulip
flowers\daffodil\daffodil_102.jpg,daffodil
flowers\calendula\calendula_970.jpg,calendula
flowers\dandelion\dandelion_230.jpg,dandelion
flowers\lavender\lavender_484.jpeg,lavender
flowers\bellflower\bellflower_232.jpg,bellflower
flowers\tulip\tulip_739.jpg,tulip
flowers\lotus\lotus_421.jpg,lotus
flowers\california_poppy\california_poppy_989.jpg,california_poppy
flowers\tulip\tulip_848.jpg,tulip
flowers\lavender\lavender_232.jpeg,lavender
flowers\black_eyed_susan\black_eyed_susan_251.jpg,black_eyed_susan
flowers\astilbe\astilbe_18.jpg,astilbe
flowers\water_lily\water_lily_723.jpg,water_lily
flowers\rose\rose_418.jpg,rose
flowers\rose\rose_398.jpg,rose
flowers\coreopsis\coreopsis_444.jpg,coreopsis
flowers\daffodil\daffodil_558.jpg,daffodil
flowers\california_poppy\california_poppy_74.jpg,california_poppy
flowers\common_daisy\daisy_138.jpg,common_daisy
flowers\magnolia\magnolia_184.jpg,magnolia
flowers\magnolia\magnolia_223.jpg,magnolia
flowers\tulip\tulip_310.jpg,tulip
flowers\tulip\tulip_912.jpg,tulip
flowers\dandelion\dandelion_180.jpg,dandelion
flowers\sunflower\sunflower_368.jpg,sunflower
flowers\dandelion\dandelion_877.jpg,dandelion
flowers\lavender\lavender_230.jpeg,lavender
flowers\common_daisy\daisy_614.jpg,common_daisy
flowers\sunflower\sunflower_669.jpg,sunflower
flowers\astilbe\astilbe_500.jpg,astilbe
flowers\coreopsis\coreopsis_273.jpg,coreopsis
flowers\sunflower\sunflower_488.jpg,sunflower
flowers\calendula\calendula_670.jpg,calendula
flowers\calendula\calendula_659.jpg,calendula
flowers\sunflower\sunflower_1007.jpg,sunflower
flowers\orchid\orchid_285.jpg,orchid
flowers\orchid\orchid_460.jpg,orchid
flowers\common_daisy\daisy_71.jpg,common_daisy
flowers\daffodil\daffodil_618.jpg,daffodil
flowers\black_eyed_susan\black_eyed_susan_237.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_625.jpg,coreopsis
flowers\orchid\orchid_176.jpg,orchid
flowers\orchid\orchid_256.jpg,orchid
flowers\daffodil\daffodil_309.jpg,daffodil
flowers\orchid\orchid_25.jpg,orchid
flowers\common_daisy\daisy_772.jpg,common_daisy
flowers\astilbe\astilbe_504.jpg,astilbe
flowers\california_poppy\california_poppy_54.jpg,california_poppy
flowers\astilbe\astilbe_219.jpg,astilbe
flowers\tulip\tulip_512.jpg,tulip
flowers\carnation\carnation_643.jpg,carnation
flowers\lotus\lotus_342.jpg,lotus
flowers\water_lily\water_lily_162.jpg,water_lily
flowers\orchid\orchid_333.jpg,orchid
flowers\tulip\tulip_679.jpg,tulip
flowers\carnation\carnation_429.jpg,carnation
flowers\water_lily\water_lily_891.jpg,water_lily
flowers\carnation\carnation_662.jpg,carnation
flowers\magnolia\magnolia_387.jpg,magnolia
flowers\dandelion\dandelion_598.jpg,dandelion
flowers\coreopsis\coreopsis_410.jpg,coreopsis
flowers\lotus\lotus_94.jpg,lotus
flowers\black_eyed_susan\black_eyed_susan_14.jpg,black_eyed_susan
flowers\california_poppy\california_poppy_471.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_699.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_750.jpg,coreopsis
flowers\rose\rose_936.jpg,rose
flowers\orchid\orchid_372.jpg,orchid
flowers\rose\rose_966.jpg,rose
flowers\sunflower\sunflower_658.jpg,sunflower
flowers\california_poppy\california_poppy_254.jpg,california_poppy
flowers\astilbe\astilbe_282.jpg,astilbe
flowers\water_lily\water_lily_51.jpg,water_lily
flowers\iris\iris_943.jpg,iris
flowers\orchid\orchid_410.jpg,orchid
flowers\bellflower\bellflower_789.jpg,bellflower
flowers\orchid\orchid_368.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_80.jpg,black_eyed_susan
flowers\daffodil\daffodil_707.jpg,daffodil
flowers\magnolia\magnolia_11.jpg,magnolia
flowers\tulip\tulip_115.jpg,tulip
flowers\orchid\orchid_38.jpg,orchid
flowers\tulip\tulip_653.jpg,tulip
flowers\bellflower\bellflower_596.jpg,bellflower
flowers\california_poppy\california_poppy_779.jpg,california_poppy
flowers\tulip\tulip_876.jpg,tulip
flowers\orchid\orchid_167.jpg,orchid
flowers\lotus\lotus_156.jpg,lotus
flowers\coreopsis\coreopsis_705.jpg,coreopsis
flowers\water_lily\water_lily_451.jpg,water_lily
flowers\dandelion\dandelion_18.jpg,dandelion
flowers\iris\iris_320.jpg,iris
flowers\daffodil\daffodil_349.jpg,daffodil
flowers\sunflower\sunflower_603.jpg,sunflower
flowers\orchid\orchid_244.jpg,orchid
flowers\dandelion\dandelion_926.jpg,dandelion
flowers\sunflower\sunflower_557.jpg,sunflower
flowers\rose\rose_748.jpg,rose
flowers\daffodil\daffodil_419.jpg,daffodil
flowers\astilbe\astilbe_714.jpg,astilbe
flowers\daffodil\daffodil_17.jpg,daffodil
flowers\california_poppy\california_poppy_382.jpg,california_poppy
flowers\carnation\carnation_242.jpg,carnation
flowers\iris\iris_565.jpg,iris
flowers\iris\iris_229.jpg,iris
flowers\magnolia\magnolia_818.jpg,magnolia
flowers\iris\iris_498.jpg,iris
flowers\tulip\tulip_19.jpg,tulip
flowers\bellflower\bellflower_658.jpg,bellflower
flowers\orchid\orchid_248.jpg,orchid
flowers\dandelion\dandelion_884.jpg,dandelion
flowers\rose\rose_976.jpg,rose
flowers\calendula\calendula_832.jpg,calendula
flowers\bellflower\bellflower_517.jpg,bellflower
flowers\bellflower\bellflower_378.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_498.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_568.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_314.jpg,coreopsis
flowers\astilbe\astilbe_580.jpg,astilbe
flowers\calendula\calendula_404.jpg,calendula
flowers\carnation\carnation_1.jpg,carnation
flowers\tulip\tulip_558.jpg,tulip
flowers\california_poppy\california_poppy_38.jpg,california_poppy
flowers\common_daisy\daisy_617.jpg,common_daisy
flowers\lotus\lotus_356.jpg,lotus
flowers\common_daisy\daisy_442.jpg,common_daisy
flowers\iris\iris_697.jpg,iris
flowers\iris\iris_630.jpg,iris
flowers\iris\iris_32.jpg,iris
flowers\coreopsis\coreopsis_290.jpg,coreopsis
flowers\lotus\lotus_487.jpg,lotus
flowers\calendula\calendula_932.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_18.jpg,black_eyed_susan
flowers\lavender\lavender_120.jpeg,lavender
flowers\carnation\carnation_905.jpg,carnation
flowers\magnolia\magnolia_255.jpg,magnolia
flowers\rose\rose_590.jpg,rose
flowers\iris\iris_974.jpg,iris
flowers\dandelion\dandelion_290.jpg,dandelion
flowers\iris\iris_859.jpg,iris
flowers\astilbe\astilbe_311.jpg,astilbe
flowers\carnation\carnation_199.jpg,carnation
flowers\water_lily\water_lily_939.jpg,water_lily
flowers\magnolia\magnolia_520.jpg,magnolia
flowers\black_eyed_susan\black_eyed_susan_720.jpg,black_eyed_susan
flowers\calendula\calendula_350.jpg,calendula
flowers\orchid\orchid_32.jpg,orchid
flowers\bellflower\bellflower_127.jpg,bellflower
flowers\iris\iris_514.jpg,iris
flowers\dandelion\dandelion_397.jpg,dandelion
flowers\carnation\carnation_351.jpg,carnation
flowers\lavender\lavender_355.jpeg,lavender
flowers\daffodil\daffodil_597.jpg,daffodil
flowers\california_poppy\california_poppy_268.jpg,california_poppy
flowers\iris\iris_475.jpg,iris
flowers\lavender\lavender_483.jpeg,lavender
flowers\calendula\calendula_504.jpg,calendula
flowers\astilbe\astilbe_207.jpg,astilbe
flowers\coreopsis\coreopsis_540.jpg,coreopsis
flowers\tulip\tulip_572.jpg,tulip
flowers\astilbe\astilbe_322.jpg,astilbe
flowers\dandelion\dandelion_13.jpg,dandelion
flowers\lotus\lotus_119.jpg,lotus
flowers\carnation\carnation_781.jpg,carnation
flowers\iris\iris_908.jpg,iris
flowers\black_eyed_susan\black_eyed_susan_359.jpg,black_eyed_susan
flowers\orchid\orchid_243.jpg,orchid
flowers\coreopsis\coreopsis_328.jpg,coreopsis
flowers\california_poppy\california_poppy_1003.jpg,california_poppy
flowers\daffodil\daffodil_775.jpg,daffodil
flowers\bellflower\bellflower_49.jpg,bellflower
flowers\daffodil\daffodil_881.jpg,daffodil
flowers\orchid\orchid_304.jpg,orchid
flowers\tulip\tulip_134.jpg,tulip
flowers\coreopsis\coreopsis_929.jpg,coreopsis
flowers\bellflower\bellflower_77.jpg,bellflower
flowers\coreopsis\coreopsis_97.jpg,coreopsis
flowers\astilbe\astilbe_220.jpg,astilbe
flowers\california_poppy\california_poppy_209.jpg,california_poppy
flowers\bellflower\bellflower_530.jpg,bellflower
flowers\carnation\carnation_668.jpg,carnation
flowers\lavender\lavender_327.jpeg,lavender
flowers\magnolia\magnolia_27.jpg,magnolia
flowers\dandelion\dandelion_858.jpg,dandelion
flowers\common_daisy\daisy_434.jpg,common_daisy
flowers\sunflower\sunflower_976.jpg,sunflower
flowers\bellflower\bellflower_258.jpg,bellflower
flowers\sunflower\sunflower_164.jpg,sunflower
flowers\lavender\lavender_152.jpeg,lavender
flowers\orchid\orchid_260.jpg,orchid
flowers\carnation\carnation_77.jpg,carnation
flowers\calendula\calendula_653.jpg,calendula
flowers\dandelion\dandelion_834.jpg,dandelion
flowers\orchid\orchid_72.jpg,orchid
flowers\bellflower\bellflower_797.jpg,bellflower
flowers\iris\iris_302.jpg,iris
flowers\calendula\calendula_519.jpg,calendula
flowers\astilbe\astilbe_684.jpg,astilbe
flowers\magnolia\magnolia_502.jpg,magnolia
flowers\lavender\lavender_266.jpeg,lavender
flowers\astilbe\astilbe_639.jpg,astilbe
flowers\tulip\tulip_240.jpg,tulip
flowers\dandelion\dandelion_321.jpg,dandelion
flowers\tulip\tulip_306.jpg,tulip
flowers\california_poppy\california_poppy_919.jpg,california_poppy
flowers\bellflower\bellflower_202.jpg,bellflower
flowers\tulip\tulip_1043.jpg,tulip
flowers\magnolia\magnolia_379.jpg,magnolia
flowers\coreopsis\coreopsis_81.jpg,coreopsis
flowers\water_lily\water_lily_938.jpg,water_lily
flowers\magnolia\magnolia_56.jpg,magnolia
flowers\calendula\calendula_692.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_784.jpg,black_eyed_susan
flowers\iris\iris_415.jpg,iris
flowers\common_daisy\daisy_644.jpg,common_daisy
flowers\california_poppy\california_poppy_760.jpg,california_poppy
flowers\calendula\calendula_478.jpg,calendula
flowers\california_poppy\california_poppy_793.jpg,california_poppy
flowers\orchid\orchid_296.jpg,orchid
flowers\common_daisy\daisy_179.jpg,common_daisy
flowers\lotus\lotus_47.jpg,lotus
flowers\tulip\tulip_759.jpg,tulip
flowers\orchid\orchid_353.jpg,orchid
flowers\calendula\calendula_900.jpg,calendula
flowers\coreopsis\coreopsis_135.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_705.jpg,black_eyed_susan
flowers\daffodil\daffodil_283.jpg,daffodil
flowers\magnolia\magnolia_954.jpg,magnolia
flowers\water_lily\water_lily_742.jpg,water_lily
flowers\astilbe\astilbe_536.jpg,astilbe
flowers\dandelion\dandelion_309.jpg,dandelion
flowers\carnation\carnation_589.jpg,carnation
flowers\bellflower\bellflower_553.jpg,bellflower
flowers\water_lily\water_lily_408.jpg,water_lily
flowers\water_lily\water_lily_735.jpg,water_lily
flowers\coreopsis\coreopsis_542.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_652.jpg,black_eyed_susan
flowers\calendula\calendula_871.jpg,calendula
flowers\calendula\calendula_325.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_814.jpg,black_eyed_susan
flowers\rose\rose_591.jpg,rose
flowers\rose\rose_702.jpg,rose
flowers\daffodil\daffodil_923.jpg,daffodil
flowers\bellflower\bellflower_754.jpg,bellflower
flowers\coreopsis\coreopsis_193.jpg,coreopsis
flowers\magnolia\magnolia_720.jpg,magnolia
flowers\lotus\lotus_324.jpg,lotus
flowers\astilbe\astilbe_428.jpg,astilbe
flowers\coreopsis\coreopsis_487.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_585.jpg,black_eyed_susan
flowers\daffodil\daffodil_13.jpg,daffodil
flowers\common_daisy\daisy_264.jpg,common_daisy
flowers\bellflower\bellflower_484.jpg,bellflower
flowers\magnolia\magnolia_232.jpg,magnolia
flowers\tulip\tulip_393.jpg,tulip
flowers\rose\rose_801.jpg,rose
flowers\orchid\orchid_31.jpg,orchid
flowers\california_poppy\california_poppy_165.jpg,california_poppy
flowers\lavender\lavender_51.jpg,lavender
flowers\carnation\carnation_260.jpg,carnation
flowers\calendula\calendula_585.jpg,calendula
flowers\tulip\tulip_477.jpg,tulip
flowers\common_daisy\daisy_20.jpg,common_daisy
flowers\common_daisy\daisy_699.jpg,common_daisy
flowers\astilbe\astilbe_518.jpg,astilbe
flowers\lotus\lotus_86.jpg,lotus
flowers\astilbe\astilbe_301.jpg,astilbe
flowers\black_eyed_susan\black_eyed_susan_131.jpg,black_eyed_susan
flowers\california_poppy\california_poppy_128.jpg,california_poppy
flowers\lavender\lavender_115.jpeg,lavender
flowers\sunflower\sunflower_412.jpg,sunflower
flowers\coreopsis\coreopsis_783.jpg,coreopsis
flowers\sunflower\sunflower_677.jpg,sunflower
flowers\iris\iris_158.jpg,iris
flowers\coreopsis\coreopsis_258.jpg,coreopsis
flowers\dandelion\dandelion_656.jpg,dandelion
flowers\common_daisy\daisy_61.jpg,common_daisy
flowers\lotus\lotus_394.jpg,lotus
flowers\coreopsis\coreopsis_144.jpg,coreopsis
flowers\sunflower\sunflower_994.jpg,sunflower
flowers\sunflower\sunflower_66.jpg,sunflower
flowers\daffodil\daffodil_49.jpg,daffodil
flowers\bellflower\bellflower_399.jpg,bellflower
flowers\iris\iris_1003.jpg,iris
flowers\daffodil\daffodil_611.jpg,daffodil
flowers\iris\iris_175.jpg,iris
flowers\rose\rose_657.jpg,rose
flowers\bellflower\bellflower_462.jpg,bellflower
flowers\water_lily\water_lily_761.jpg,water_lily
flowers\lavender\lavender_301.jpeg,lavender
flowers\sunflower\sunflower_203.jpg,sunflower
flowers\water_lily\water_lily_495.jpg,water_lily
flowers\sunflower\sunflower_1026.jpg,sunflower
flowers\rose\rose_643.jpg,rose
flowers\lavender\lavender_303.jpeg,lavender
flowers\carnation\carnation_67.jpg,carnation
flowers\iris\iris_194.jpg,iris
flowers\daffodil\daffodil_266.jpg,daffodil
flowers\bellflower\bellflower_533.jpg,bellflower
flowers\orchid\orchid_369.jpg,orchid
flowers\orchid\orchid_458.jpg,orchid
flowers\lotus\lotus_152.jpg,lotus
flowers\bellflower\bellflower_544.jpg,bellflower
flowers\calendula\calendula_620.jpg,calendula
flowers\california_poppy\california_poppy_46.jpg,california_poppy
flowers\rose\rose_197.jpg,rose
flowers\california_poppy\california_poppy_186.jpg,california_poppy
flowers\lotus\lotus_7.jpg,lotus
flowers\lotus\lotus_206.jpg,lotus
flowers\iris\iris_910.jpg,iris
flowers\magnolia\magnolia_724.jpg,magnolia
flowers\rose\rose_565.jpg,rose
flowers\magnolia\magnolia_391.jpg,magnolia
flowers\black_eyed_susan\black_eyed_susan_86.jpg,black_eyed_susan
flowers\carnation\carnation_205.jpg,carnation
flowers\california_poppy\california_poppy_781.jpg,california_poppy
flowers\california_poppy\california_poppy_656.jpg,california_poppy
flowers\astilbe\astilbe_204.jpg,astilbe
flowers\california_poppy\california_poppy_79.jpg,california_poppy
flowers\sunflower\sunflower_649.jpg,sunflower
flowers\lavender\lavender_376.jpeg,lavender
flowers\sunflower\sunflower_308.jpg,sunflower
flowers\magnolia\magnolia_980.jpg,magnolia
flowers\orchid\orchid_144.jpg,orchid
flowers\california_poppy\california_poppy_229.jpg,california_poppy
flowers\rose\rose_289.jpg,rose
flowers\calendula\calendula_968.jpg,calendula
flowers\lavender\lavender_94.jpg,lavender
flowers\sunflower\sunflower_268.jpg,sunflower
flowers\carnation\carnation_757.jpg,carnation
flowers\tulip\tulip_792.jpg,tulip
flowers\common_daisy\daisy_128.jpg,common_daisy
flowers\astilbe\astilbe_12.jpg,astilbe
flowers\lavender\lavender_204.jpeg,lavender
flowers\daffodil\daffodil_395.jpg,daffodil
flowers\california_poppy\california_poppy_47.jpg,california_poppy
flowers\daffodil\daffodil_236.jpg,daffodil
flowers\iris\iris_648.jpg,iris
flowers\dandelion\dandelion_514.jpg,dandelion
flowers\water_lily\water_lily_445.jpg,water_lily
flowers\magnolia\magnolia_506.jpg,magnolia
flowers\common_daisy\daisy_75.jpg,common_daisy
flowers\coreopsis\coreopsis_77.jpg,coreopsis
flowers\bellflower\bellflower_346.jpg,bellflower
flowers\orchid\orchid_207.jpg,orchid
flowers\coreopsis\coreopsis_986.jpg,coreopsis
flowers\lotus\lotus_283.jpg,lotus
flowers\lotus\lotus_220.jpg,lotus
flowers\magnolia\magnolia_45.jpg,magnolia
flowers\bellflower\bellflower_16.jpg,bellflower
flowers\water_lily\water_lily_694.jpg,water_lily
flowers\coreopsis\coreopsis_794.jpg,coreopsis
flowers\carnation\carnation_298.jpg,carnation
flowers\iris\iris_442.jpg,iris
flowers\coreopsis\coreopsis_112.jpg,coreopsis
flowers\iris\iris_1008.jpg,iris
flowers\iris\iris_887.jpg,iris
flowers\daffodil\daffodil_871.jpg,daffodil
flowers\rose\rose_990.jpg,rose
flowers\iris\iris_922.jpg,iris
flowers\lavender\lavender_276.jpeg,lavender
flowers\orchid\orchid_254.jpg,orchid
flowers\coreopsis\coreopsis_782.jpg,coreopsis
flowers\common_daisy\daisy_931.jpg,common_daisy
flowers\tulip\tulip_437.jpg,tulip
flowers\california_poppy\california_poppy_245.jpg,california_poppy
flowers\common_daisy\daisy_287.jpg,common_daisy
flowers\calendula\calendula_544.jpg,calendula
flowers\calendula\calendula_319.jpg,calendula
flowers\calendula\calendula_210.jpg,calendula
flowers\carnation\carnation_921.jpg,carnation
flowers\carnation\carnation_435.jpg,carnation
flowers\magnolia\magnolia_895.jpg,magnolia
flowers\lavender\lavender_55.jpg,lavender
flowers\california_poppy\california_poppy_87.jpg,california_poppy
flowers\common_daisy\daisy_551.jpg,common_daisy
flowers\black_eyed_susan\black_eyed_susan_957.jpg,black_eyed_susan
flowers\sunflower\sunflower_572.jpg,sunflower
flowers\daffodil\daffodil_84.jpg,daffodil
flowers\iris\iris_452.jpg,iris
flowers\water_lily\water_lily_514.jpg,water_lily
flowers\daffodil\daffodil_154.jpg,daffodil
flowers\california_poppy\california_poppy_427.jpg,california_poppy
flowers\iris\iris_453.jpg,iris
flowers\magnolia\magnolia_562.jpg,magnolia
flowers\bellflower\bellflower_116.jpg,bellflower
flowers\bellflower\bellflower_443.jpg,bellflower
flowers\california_poppy\california_poppy_415.jpg,california_poppy
flowers\iris\iris_490.jpg,iris
flowers\calendula\calendula_748.jpg,calendula
flowers\magnolia\magnolia_997.jpg,magnolia
flowers\dandelion\dandelion_336.jpg,dandelion
flowers\orchid\orchid_96.jpg,orchid
flowers\astilbe\astilbe_114.jpg,astilbe
flowers\rose\rose_818.jpg,rose
flowers\astilbe\astilbe_164.jpg,astilbe
flowers\daffodil\daffodil_106.jpg,daffodil
flowers\orchid\orchid_247.jpg,orchid
flowers\california_poppy\california_poppy_650.jpg,california_poppy
flowers\astilbe\astilbe_270.jpg,astilbe
flowers\rose\rose_553.jpg,rose
flowers\daffodil\daffodil_441.jpg,daffodil
flowers\astilbe\astilbe_310.jpg,astilbe
flowers\magnolia\magnolia_607.jpg,magnolia
flowers\lavender\lavender_218.jpeg,lavender
flowers\coreopsis\coreopsis_287.jpg,coreopsis
flowers\california_poppy\california_poppy_11.jpg,california_poppy
flowers\lavender\lavender_461.jpeg,lavender
flowers\rose\rose_428.jpg,rose
flowers\calendula\calendula_304.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_475.jpg,black_eyed_susan
flowers\rose\rose_537.jpg,rose
flowers\california_poppy\california_poppy_606.jpg,california_poppy
flowers\carnation\carnation_24.jpg,carnation
flowers\daffodil\daffodil_896.jpg,daffodil
flowers\calendula\calendula_405.jpg,calendula
flowers\dandelion\dandelion_62.jpg,dandelion
flowers\sunflower\sunflower_398.jpg,sunflower
flowers\sunflower\sunflower_734.jpg,sunflower
flowers\tulip\tulip_191.jpg,tulip
flowers\lavender\lavender_389.jpeg,lavender
flowers\orchid\orchid_231.jpg,orchid
flowers\lavender\lavender_223.jpeg,lavender
flowers\water_lily\water_lily_429.jpg,water_lily
flowers\california_poppy\california_poppy_841.jpg,california_poppy
flowers\tulip\tulip_555.jpg,tulip
flowers\carnation\carnation_190.jpg,carnation
flowers\iris\iris_671.jpg,iris
